Year (2020-2099),month,"Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP5-8.5, access-cm2_r1i1p1f1","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP3-7.0, access-cm2_r1i1p1f1","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP2-4.5, access-cm2_r1i1p1f1","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP1-2.6, access-cm2_r1i1p1f1","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP5-8.5, access-cm2_r1i1p1f1 (Actual is Max not Mean)","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP3-7.0, access-cm2_r1i1p1f1 (Actual is Max not Mean)","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP2-4.5, access-cm2_r1i1p1f1 (Actual is Max not Mean)","Projected Variability and Trends of Average Mean Surface Air Temperature across Seasonal Cycle, 2020-2100; Morocco; SSP1-2.6, access-cm2_r1i1p1f1 (Actual is Max not Mean)","Projected Precipitation 2020-2100; Morocco; SSP5-8.5, access-cm2_r1i1p1f1","Projected Precipitation 2020-2100; Morocco; SSP3-7.0, access-cm2_r1i1p1f1","Projected Precipitation 2020-2100; Morocco; SSP2-4.5, access-cm2_r1i1p1f1","Projected Precipitation 2020-2100; Morocco; SSP1-2.6, access-cm2_r1i1p1f1"
2054,MAY,25.03,23.77,21.48,20.19,31.41,30.21,27.43,25.66,17.86,10.68,16.33,35.01
2054,JUN,28.7,23.47,26.15,26.17,34.87,29.38,32.87,32.07,15.42,7.11,4.92,11.37
2054,JUL,31.26,30.86,30.45,29.51,37.82,37.9,37.51,35.65,2.45,0.98,1.33,3.97
2054,AUG,31.83,29.84,29.88,30.91,38.09,36.15,36.18,37.32,3.17,2.74,7.11,4.22
2054,SEP,28.65,26.79,27.22,27.3,34.7,32.75,33.21,33.38,8.2,10.18,14.15,4.57
2054,OCT,23.04,23.02,23.68,20.5,28.41,28.32,28.99,24.96,18.74,29.01,27.96,77.21
2054,NOV,17.13,16.43,17.79,15.1,22.13,22.42,23.81,19.73,32.27,0.76,3.59,39.14
2054,DEC,11.89,12.47,14.23,12.41,16.75,17.86,19.27,17.71,43.41,23.3,46.77,22.37
2055,JAN,10.76,11.11,13.86,10.04,15.87,16.39,18.54,14.98,33.25,45.21,102.87,11.7
2055,FEB,12.03,13.97,15.17,12.93,16.61,19.91,20.58,18.43,22.98,5.49,38.09,5.35
2055,MAR,15.58,15.47,14.05,18.62,20.97,20.99,18.95,25.21,36.71,49.87,76.52,7.37
2055,APR,18.01,15.85,20.64,16.61,23.53,21.57,26.81,21.67,45.61,28.16,12.86,79.93
2055,MAY,22.49,19.3,22.33,23.08,28.3,25.26,28.38,28.91,24.66,12.9,12.88,21.24
2055,JUN,25.25,26.36,25.36,25.36,31.09,32.8,31.69,31.74,16.4,11.15,3.89,3.67
2055,JUL,30.84,30.54,29.36,29.92,37.81,37.14,35.76,36.8,0.93,4.03,1.95,0.94
2055,AUG,30.3,31.01,30.42,30.12,36.72,37.52,36.69,36.89,3.25,2.83,4.52,1.4
2055,SEP,26.29,27.79,27.53,27.19,32.59,33.56,33.13,33.47,5.63,19.72,32.19,6.44
2055,OCT,22.24,23.38,21.8,22.39,27.38,28.44,26.77,27.56,26.44,23.89,53.85,69.18
2055,NOV,17.36,17.5,16.43,17.59,22.8,22.66,21.9,22.5,11.46,34.11,10.06,52.12
2055,DEC,13.96,12.86,13.65,13.3,19.73,17.95,19.55,18.91,7.08,13.39,2.56,6.56
2056,JAN,13.96,11.55,12.18,10.96,19.91,16.8,17.77,16.36,20.73,30.1,11.94,33.48
2056,FEB,12.27,13.29,13.52,16.45,17.61,18.84,18.41,23.01,27.14,20.34,89.97,4.63
2056,MAR,16.5,18.03,18.05,18.35,22.37,23.91,23.56,23.68,18.62,16.25,21.65,47.39
2056,APR,21.41,18.92,19.42,16.93,28.07,24.49,25.46,22.37,2.97,34.47,25.36,46.84
2056,MAY,24.21,22.56,24.65,22.61,30.58,28.41,30.32,28.21,3.52,12.41,31.02,42.47
2056,JUN,28.57,28.24,26.87,25.37,35.44,34.83,32.98,31.3,4.17,6.84,9.28,13.12
2056,JUL,30.36,29.4,30.11,29.64,36.89,36.1,36.92,36.01,3.38,1.56,1.57,2.16
2056,AUG,30.59,30.27,30.25,31,37.46,37.09,37.22,37.28,2.1,1.09,1.26,5.87
2056,SEP,27.61,26.98,27.16,26.72,33.8,32.96,33.26,32.36,6.08,3.07,6.18,23
2056,OCT,24.28,21.49,20.41,22.22,29.29,26.93,25.78,27.82,42.7,17.62,10.9,20.83
2056,NOV,18,18.58,15.5,16.63,23.26,24.04,20.84,21.72,29.54,23.16,27.54,39.76
2056,DEC,12.74,14.79,14.12,10.86,17.87,19.78,19.93,15.42,12.29,46.18,5.27,43.49
2057,JAN,13.5,11.52,13.22,10.48,19.96,16.79,19.21,15.37,1.44,20.36,3.84,8.2
2057,FEB,14.55,12.49,13.65,13.46,20.65,17.92,19.1,18.74,24.9,22.05,21.92,25.98
2057,MAR,17.18,15.63,14.43,14.08,22.85,21.75,19.75,19.65,48.74,41.43,29.15,29.72
2057,APR,19.81,19.64,19.04,18.96,25.85,25.91,25.45,25.04,16.69,5.17,5.74,14.53
2057,MAY,23.28,20.58,20.96,23.58,29.16,26.47,26.97,29.32,16.61,12.57,19.34,30.86
2057,JUN,25.63,25.96,25.94,25.75,31.78,32.4,32.53,31.88,4.95,2.52,2,8.69
2057,JUL,30.2,30.04,30.38,29.1,37.17,37.13,37.04,35.74,0.75,0.74,2.51,3.74
2057,AUG,30.48,30.01,31.11,29.53,37.49,36.63,37.58,36.1,1.29,3.02,2.33,1.75
2057,SEP,28.3,27.4,27.28,25.46,34.62,33.78,33.6,30.88,10.22,4.12,8.17,24.56
2057,OCT,23.09,21.86,21.72,22.34,28.48,27.13,26.92,28.25,21.91,35.84,21.7,9.23
2057,NOV,17.76,16.22,16.92,20.23,22.96,20.79,22.26,25.82,45.12,59.96,16.7,18.94
2057,DEC,12.26,12.41,13.65,13.31,17.07,17.52,18.06,18.77,19.16,30.08,64.88,8.41
2058,JAN,12.09,10.18,12.8,12.72,17.27,14.82,18.12,17.63,17.91,36.05,25.49,66.61
2058,FEB,12.36,11.64,13.53,16.94,17.29,16.18,18.86,23.28,34.8,44.41,29.19,4.35
2058,MAR,15.7,14.01,15.96,18.72,20.77,19.32,21.61,25.21,92.36,35.05,17.21,11.66
2058,APR,16.44,18.06,17.46,17.93,21.49,23.77,23.11,23.7,52.64,35.12,23.05,40.53
2058,MAY,20.87,21.67,22.76,24.63,26.66,27.64,28.9,30.6,22.43,24.21,10.25,40.74
2058,JUN,29.02,27.32,25.95,25.74,35.64,33.87,31.94,31.8,5.98,4.09,16.85,10.11
2058,JUL,30.41,27.72,30.71,29.09,36.91,34.77,37.54,35.89,3,0.13,1.8,0.63
2058,AUG,31.96,30.52,30.06,29.33,38.68,37.51,36.55,36.14,2.15,1.68,3.87,1.36
2058,SEP,28.03,26.76,26.75,26.53,33.89,32.81,32.38,32.99,20.82,6.95,18.53,2.6
2058,OCT,23.44,24.34,21.57,20,28.65,29.84,26.32,24.84,26.33,22.04,64.91,44.16
2058,NOV,17.36,17.62,16.28,17.15,22.9,23.25,20.77,22.19,9.78,8.33,65.01,29.93
2058,DEC,14.56,14.18,14.27,13.42,19.64,19.62,19.33,18.46,25.08,66.12,30.26,21.6
2059,JAN,14.31,14.28,13.42,10.86,19.27,19.95,18.52,15.7,105.15,40.1,44.54,67.18
2059,FEB,15.35,17.37,15.38,12.19,20.44,23.14,20.52,16.98,61.96,20.44,40.59,49.85
2059,MAR,20.41,14.96,15.1,14.83,26.99,20.36,19.64,20.1,5.18,34.77,94.1,52.05
2059,APR,18.56,16.79,18.08,17.77,24.28,22.41,23.31,23.65,20.73,27.42,52.66,22.87
2059,MAY,20.27,20.73,24.16,20.8,25.69,26.75,30.25,26.72,27.75,14.54,8.26,23.81
2059,JUN,27.79,27.42,26.59,28.02,34.65,33.8,32.8,34.68,2.2,6.13,11.49,6.63
2059,JUL,31.59,28.95,30.49,29.9,38.64,35.43,37.07,36.36,0.93,2.5,2.55,1.97
2059,AUG,31.36,29.9,30.45,28.71,37.75,36.85,37.36,35.27,3.76,0.97,0.77,3.98
2059,SEP,27.04,28.06,26.43,27.26,32.67,34.33,32.63,33.7,28.83,8.57,2.36,5.19
2059,OCT,23.01,24.48,22.97,22.91,27.87,29.78,28.3,28.37,29.34,27.94,51.31,38.7
2059,NOV,20.27,17.74,15.65,15.35,25.49,23.22,20.55,20.63,29.07,30.31,14.62,10.32
2059,DEC,13.96,14.2,12.45,11.51,19.17,20.14,17.25,16.93,3.89,2.78,25.15,9.99
2060,JAN,11.88,14.81,11.66,12.16,17.13,20.83,16.85,17.88,25.36,4.04,20.68,24.35
2060,FEB,14.99,13.78,13.38,14.75,19.9,18.81,18.46,20.4,76.13,46.61,19.95,32.65
2060,MAR,21.64,16.92,15.24,14.18,28.24,22.63,20.96,19.09,8.01,19.41,14.37,86.01
2060,APR,19.25,18.73,18.11,15.41,24.96,24.23,23.8,20.73,31.68,28.65,18.2,55.44
2060,MAY,20.98,22.09,19.26,22.53,26.53,28.09,25.24,28.52,31.48,22.69,11.19,37.84
2060,JUN,26.67,25.37,27.29,25.29,32.83,31.4,34.12,31.12,4.32,16.09,2.77,23.29
2060,JUL,31.31,31.25,28.41,29.79,38.26,37.98,35.09,36.61,1.04,2.38,1.03,1.07
2060,AUG,31.84,31.17,29.42,29.65,38.6,37.84,36.19,36.16,1.63,3.79,2.61,2.58
2060,SEP,27.22,26.35,25.67,25.58,32.46,31.87,31.73,31.42,60.19,11.51,6.35,12.3
2060,OCT,22.15,22.64,21.25,23.43,26.12,27.79,26.89,29.33,97.84,60.97,17.81,5.08
2060,NOV,19.16,18.39,16.7,18.11,24.69,23.77,22.19,24.17,3.92,5.67,17,8.45
2060,DEC,14.69,13.28,14.65,13.87,19.74,18.12,19.95,18.99,37.78,40.98,48.89,36
2061,JAN,12.88,12.89,11.2,10.77,18.45,19.03,15.63,15.63,17.41,13.41,74.71,45.84
2061,FEB,16.46,14.01,14.75,11.95,22.45,18.34,19.33,17.2,4.53,95.98,97.49,9.01
2061,MAR,20.34,16.37,14.6,16.7,26.63,21.14,19.79,22.37,7.25,95.57,35.9,18.35
2061,APR,20.53,19.81,19.9,18.92,26.81,25.54,26.01,24.82,10.29,19.36,19.18,19.41
2061,MAY,23.4,21.71,21.61,24.39,29.2,27.29,26.97,30.56,21.5,38.99,25.65,26.92
2061,JUN,26.17,27.83,24.27,26.94,32.68,34.21,30.51,33.01,1.62,5.84,3.92,20.84
2061,JUL,30.66,30.49,30.03,30.94,37.64,37.08,36.65,37.66,0.83,2.37,1.47,2.23
2061,AUG,33.38,31.29,30.56,30.78,39.93,37.81,37.24,37.32,3.17,1.8,1.25,2.17
2061,SEP,28.37,27.19,27.94,26.38,34.07,33.14,33.94,31.85,16.27,10.52,16.38,25.6
2061,OCT,23,24.11,21.75,21.33,28.1,29.75,26.52,26.69,44.34,8.85,60.24,33.76
2061,NOV,15.78,17.63,17,17.96,20.73,22.64,21.91,23.28,31.04,29.73,36.44,10.58
2061,DEC,13.9,12.14,13.62,12.12,18.1,16.69,19.04,17.87,82.46,41.13,14.04,3.9
2062,JAN,13.63,13.98,14.76,12.35,18.2,18.99,20.75,18.17,92.94,60.67,8.15,12.6
2062,FEB,14.43,17.92,18.09,12.67,19.61,23.05,23.57,17.85,13.32,68.44,30.25,23.72
2062,MAR,17.95,19.51,19.53,17,23.44,25.89,25.13,23.48,35.41,17.21,30.43,1.63
2062,APR,17.96,18.91,21.96,21.95,23.45,24.91,28.18,28.74,40.75,27.46,13.32,2.86
2062,MAY,23.75,21.85,23.64,21.18,29.78,27.48,29.89,26.96,16.89,37.66,4.29,29.17
2062,JUN,28.74,25.38,29.52,24.95,35.29,31.47,36.27,31.38,3.05,14.17,5.07,5.93
2062,JUL,31.74,31.7,32.17,30.35,38.65,38.42,39.16,37.22,1.97,4.22,0.79,1.34
2062,AUG,31.1,31.13,29.62,30.05,37.79,37.84,36.61,36.72,1.94,2.64,0.55,3.32
2062,SEP,29.08,26.71,27.69,27.2,35.38,32.63,34.05,33.1,3.58,7.36,3.18,13.71
2062,OCT,24.8,22.44,23.07,22.32,30.28,27.71,28.51,27.19,20.15,35.42,17.42,39.35
2062,NOV,18.74,16.05,16.91,16.86,24.11,21.04,21.58,21.74,15.6,22.68,32.25,56.24
2062,DEC,15.06,15.25,14.17,14.58,20.24,20.82,19.29,19.75,17.91,15.44,27.24,34.65
2063,JAN,11.72,13.07,12.75,11.47,17.05,18.79,18.89,16.38,32.08,18.95,4.96,47.82
2063,FEB,16.32,14.24,16.83,13.68,22.29,19.51,23.49,17.74,1.98,45.83,14.2,129.07
2063,MAR,17.48,16.47,15.32,15.39,23.56,22.63,20.81,20.38,3.02,8.84,43.4,42.23
2063,APR,19.66,19.78,16.54,20.3,25.87,26.21,22.28,26.19,19.41,9.72,31.29,20.95
2063,MAY,24.36,19.91,21.73,23.28,30.68,25.03,27.49,29.56,19.7,80.52,24.39,9.53
2063,JUN,30.19,24.33,27.5,24.7,36.89,30.23,34.26,30.33,10.27,15.9,5.71,25.28
2063,JUL,30.98,30.09,31.32,29.49,37.84,36.85,38.55,36.21,1.2,1.57,0.41,1.32
2063,AUG,31.89,32,30.1,30.5,38.33,38.62,36.94,37.12,2.47,8.26,1.07,2.44
2063,SEP,27.1,28.34,26.56,27.34,32.32,34.23,32.44,33.77,32.66,15.56,18.49,2.95
2063,OCT,21.84,24.27,22.09,23.24,26.04,29.59,27.08,28.26,58.81,23,38.01,49.08
2063,NOV,18.9,17.86,16.3,15.72,23.95,23.21,21.71,19.95,20.03,11.7,14.27,91.8
2063,DEC,13.26,15.99,12.32,12.68,18.4,21.48,17.36,17.01,22.13,17.23,23.07,45.56
2064,JAN,13.86,14.31,12.7,14.04,18.52,19.96,17.5,19.55,52.24,17.77,73.93,38.71
2064,FEB,15.28,15.54,12.74,13.89,20.47,20.36,17.48,18.67,30.75,81.35,54.23,71.18
2064,MAR,21.11,17.56,16.04,18.18,27.43,23.29,21.08,23.88,18.04,27.16,37.21,10.15
2064,APR,22.75,20.65,20.66,19.65,28.12,26.82,26.96,25.31,47.76,27.66,7,25.2
2064,MAY,24.6,21.85,22.74,20.56,30.17,27.72,28.99,26.44,42.47,13.13,15.95,17.89
2064,JUN,28.52,26.56,28,26.86,34.71,32.97,34.56,32.99,13.56,8.22,13.37,11.47
2064,JUL,33.07,31.53,30.4,29.77,39.69,38.47,37.17,36.57,1.45,1.63,2,2.2
2064,AUG,32.77,32.39,30.85,29.89,39.59,38.72,37.58,36.3,1.39,11.3,4.74,2.38
2064,SEP,29.41,27.64,25.75,27.77,35.6,33.31,30.87,33.58,4.43,20.27,33.57,15.02
2064,OCT,24.24,23.76,22.7,23.15,28.89,29.39,27.39,28.36,58.72,25.23,45.36,59.18
2064,NOV,19.63,18.11,17.78,15.27,24.93,23.44,22.33,19.98,26.19,19.22,78.97,56.4
2064,DEC,14.91,14.64,15.45,12.61,20.76,20.37,20.77,17.71,7.31,14.37,18.36,37.79
2065,JAN,13.25,13.12,13.28,11.64,18.76,18.1,17.3,17.1,10.59,51.57,146.31,5
2065,FEB,15.14,15.66,15.84,15.06,20.77,21.2,21.33,20.44,14.01,35.39,17.85,31.79
2065,MAR,18.85,17.22,16.69,15.19,25.27,21.99,21.27,20.36,5.94,85.28,75.75,50.37
2065,APR,19.49,18.17,17.41,16.49,25.63,23.48,22.73,22.06,21.09,69.44,63.92,39.07
2065,MAY,28.59,21.05,23.78,21.05,35.42,26.68,29.62,26.75,12.43,22.15,32.2,15.9
2065,JUN,29.64,27.17,28.07,25.35,36.05,33.43,33.95,31.71,11.11,3.5,22.17,5.04
2065,JUL,31.58,30.03,31.91,28.82,38.72,36.52,38.32,35.8,0.7,1.42,1.53,0.48
2065,AUG,31.19,30.54,31.52,29.45,38.17,37.26,37.93,36.21,1.03,1.17,3.16,1.44
2065,SEP,28.31,27.5,28.14,26.56,34.46,33.54,33.93,32.61,10.62,3.86,13.54,8.82
2065,OCT,24,24.27,21.85,23.88,29.72,30.14,26.8,29.71,13.42,5.06,21.49,9.97
2065,NOV,17.92,19.77,15.98,16.32,23.1,25.82,21.12,21.3,15.19,0.45,30.08,43.61
2065,DEC,13.86,14.6,13.37,14.43,19.32,20.1,18.31,20.45,24.62,34.97,27.4,22.16
2066,JAN,13.7,10.98,12.04,13.1,20.02,16.15,17.8,18.7,0.98,15.58,8.5,24.93
2066,FEB,14.41,12.49,15.75,12.75,20.54,18.42,21.63,17.81,11.22,14.62,19.83,34.49
2066,MAR,18.93,16.42,17.8,14.38,25.51,22.5,23.65,19.19,1.45,12.76,14.09,68.98
2066,APR,21.89,21.09,21.11,16.88,28.04,27.6,27.16,21.95,12.68,10.97,23.77,60.3
2066,MAY,22.9,25.22,23.33,21.25,28.96,31.44,29.07,27.1,6.68,13.24,30.41,22.45
2066,JUN,28.1,27.36,26.32,25.78,34.55,34,32.36,32.25,1.62,5.26,11.91,6.44
2066,JUL,31.65,30.66,31.56,29.09,38.67,37.66,38.33,35.85,1.01,0.96,2.19,1.06
2066,AUG,30.68,31.65,30.91,30.29,37.68,38.43,37.58,36.91,0.93,1.98,1.54,1.64
2066,SEP,26.59,27.97,26.18,27.17,32.06,34.01,32.16,33.11,18.39,13.76,6.91,9.85
2066,OCT,24.43,23.05,23.39,23.08,30.45,27.98,28.6,28.57,9.65,62.57,27.4,33.21
2066,NOV,18.34,16.91,16.44,17.77,23.27,21.56,21.96,23.09,24.14,42.49,8.85,31.87
2066,DEC,15.21,13.63,12.9,12.7,20.81,19.08,17.95,17.94,5.03,11.82,43.49,14.94
2067,JAN,14.39,14.58,10.93,15.07,20.23,20.94,15.77,20.35,25.45,8.58,46.68,54.38
2067,FEB,17.09,15.5,13.92,14.69,22.12,21.11,19.07,19.35,71.99,37.35,25.1,64.46
2067,MAR,19.22,17.71,17.54,15.6,24.75,24.06,23.49,20.15,38.68,19.72,21.36,96.46
2067,APR,20.14,20.56,18.1,21.83,25.79,26.43,23.62,28.22,29.09,20.5,56.43,13.98
2067,MAY,23.9,25.43,22.05,22.61,30.06,31.79,28.17,28.64,8.98,10.53,9.65,14.79
2067,JUN,25,25.71,28.4,23.97,30.75,31.9,34.45,29.86,3.29,19.42,17.14,6.23
2067,JUL,31.21,31.41,31.29,30.21,38.36,38.41,37.89,37.16,0.35,1.75,2.35,1.65
2067,AUG,31.79,31.44,30.97,30.4,38.8,38.37,37.45,36.59,0.76,0.96,3.62,4
2067,SEP,28.08,27.42,28.2,25.44,33.68,33.34,34.2,30.59,16.25,5.83,13.6,28.1
2067,OCT,24.74,23.28,23.77,23.16,30.41,29.35,28.83,28.57,7.01,5.98,42.45,25.02
2067,NOV,19.55,18.43,18.68,19.54,25.04,24.38,24.34,25.17,24.63,5.54,13.59,11.48
2067,DEC,13.27,14.72,13.86,13.01,18.47,20.33,19.22,18.29,11.07,34.89,19.24,18.43
2068,JAN,10.76,13.92,11.81,11.54,15.84,19.58,16.7,16.2,52.14,23.52,21.17,37.22
2068,FEB,13.24,15.55,15.14,14.27,18.17,21.76,21.39,19.06,31.22,14.21,2.48,117.42
2068,MAR,15.47,19.38,14.98,15.01,20.99,25.39,19.42,19.37,22.61,31.27,109.82,141.86
2068,APR,21.36,20.94,18.09,17.25,27.98,27.11,23.85,23.07,3.29,10.13,21.16,28.11
2068,MAY,22.83,24.27,22.29,23.58,29.07,30.5,28.36,29.37,6.75,7.82,8.79,29.87
2068,JUN,29.58,29.08,28.39,24.74,36.4,35.8,35.14,30.54,7.31,6.88,3.29,7.82
2068,JUL,31.26,31.45,29.04,28.25,38.2,38.41,35.8,35.13,1.19,0.86,1.35,0.79
2068,AUG,31.16,30.22,30.86,29.98,38.24,36.87,37.5,36.39,0.81,1.31,3.31,2.92
2068,SEP,28.72,28.22,27.21,26.16,35.08,34.17,32.73,32.31,4.28,20.87,24.01,3.05
2068,OCT,23.57,23.09,20.64,21.31,29.02,28.03,25.16,25.81,12.93,33.04,58.66,60.11
2068,NOV,20.02,19.79,16.98,16.2,26.03,25.44,22.49,21.23,0.78,11.11,6.29,5.6
2068,DEC,13.22,15.89,14,12.19,18.85,21.62,19.76,17.22,14.77,15.3,12.14,14.14
2069,JAN,13.09,13.13,11.77,11.44,18.31,18.85,17.27,17.38,18.16,14.57,20.98,2.67
2069,FEB,13.63,15.74,15.46,14.6,19.27,21.19,21.68,20.29,29.79,45.72,6.17,19.31
2069,MAR,18.58,16.42,18.27,14.68,24.13,21.47,22.98,19.78,52.68,73.82,117.93,53.25
2069,APR,20.04,20.49,19.34,16.49,25.43,26.3,24.83,21.84,44.85,33.31,31.95,47.53
2069,MAY,25.04,24.22,20.61,23.27,31.17,30.43,26,29.56,14.58,8.38,32.38,12.91
2069,JUN,27.09,26.23,27.42,26.07,33.22,32.15,33.54,32.04,12.45,10.88,9.52,13.55
2069,JUL,31.72,31.81,30.45,29.4,38.79,38.57,36.72,36.41,0.51,2.32,3.04,1
2069,AUG,31.94,31.81,30.64,30.36,38.86,38.31,36.89,36.87,1.33,2.39,4.09,2.06
2069,SEP,28.72,27.12,28.36,26.3,34.8,33.08,34.37,32.48,9.39,5.49,12.3,5.11
2069,OCT,25.47,25.36,24.77,23.39,31.49,31.35,30.11,28.69,14.96,6.07,20.68,31.14
2069,NOV,18.1,16.78,17.61,18.14,23.03,21.76,22.63,23.77,28.91,45.39,18.49,4.04
2069,DEC,13.83,13.83,14.9,13.67,18.76,18.02,20.95,19.45,22.6,109.14,6.81,30.6
2070,JAN,14.38,14.44,10.27,12.77,19.81,20.61,15.53,18.47,17.14,4.68,7.28,6.45
2070,FEB,17.25,12.29,14.88,11.72,22.86,17.04,19.64,16.44,29.68,52.49,52.59,36.07
2070,MAR,19.02,15.93,17.64,18.16,24.57,21.84,23.13,24.52,29.55,12.65,36.22,8.81
2070,APR,18.77,19.47,18.81,16.81,24.52,25.6,24.67,22.5,37.99,20.07,40.5,35.71
2070,MAY,22.71,23.1,21.95,23,28.7,29.28,27.6,29.44,26.11,17.91,36.46,4.73
2070,JUN,26.05,25.6,26.9,26.78,31.41,31.92,32.71,33.27,14.53,7.32,16.4,9.87
2070,JUL,29.74,31.07,32.06,28.87,36.57,38.2,38.62,35.26,0.3,0.83,1.47,5.83
2070,AUG,30.44,31.33,30.78,30.25,37.2,38.05,37.21,36.69,0.9,2.88,2.81,2.53
2070,SEP,28.93,27.78,28.24,25.59,35.05,33.99,34.39,31.04,9.25,7.49,4.01,21.61
2070,OCT,25.08,23.58,22.39,21.87,30.7,28.98,27.92,27.19,11.82,36.34,8.29,15.83
2070,NOV,18.57,18.59,17.87,17.59,23.87,23.62,23.47,22.25,21.93,9.21,5.11,49.85
2070,DEC,14.05,15.14,12.85,14.99,18.95,20.05,18.31,20.26,55.56,37.52,15.17,47.46
2071,JAN,13.21,15.08,13.27,11.29,17.96,20.4,19.13,16.52,39.62,51.15,4.4,8.95
2071,FEB,15.8,15.56,14.49,13.51,21.53,20.66,20.1,18.71,7.16,72.97,30.1,16.99
2071,MAR,17.13,16.31,18.63,17.5,22.4,21.52,24.32,22.97,42.78,43.8,39.49,54.93
2071,APR,18.11,18.65,18.71,17.62,23.44,24.3,24.29,22.39,38,17.38,26.61,73.65
2071,MAY,24.64,23.95,23.17,22.74,30.4,30.11,29,28.61,34.57,8.65,11.62,21.45
2071,JUN,27.45,26.56,25.25,28.26,33.6,32.73,31.29,34.68,2.32,22.98,8.52,8.06
2071,JUL,30.49,32.04,31.09,29.82,36.74,38.68,37.89,36.43,3.13,2,2.78,1.07
2071,AUG,32.33,31.08,30.91,30.27,38.75,37.38,38.01,37.04,2.73,5.34,1.19,2.41
2071,SEP,28.91,27.63,27.97,26.47,35.09,33.2,34.28,31.79,3.03,27.67,8.82,23.25
2071,OCT,25.91,23.52,23.26,23.49,31.01,28.43,28.81,29.08,25.52,47.52,10.72,22.9
2071,NOV,19.01,18.86,15.94,17.98,24.6,24.15,21.09,23.11,4.78,6.61,32.53,17.49
2071,DEC,16.36,14.24,11.72,11.75,21.3,19.08,15.77,16.53,36.9,34.67,63.85,52.39
2072,JAN,13.55,14.38,13.5,11.96,19.15,20.8,19.38,17.15,18.66,1.88,6.84,17.93
2072,FEB,14.35,15.68,13.98,13.9,19.66,21.65,19.44,19.35,19.99,11.05,25.48,14.76
2072,MAR,16.4,16.72,17.75,16.73,21.58,22.23,22.99,23,52.75,27.6,57.98,6.57
2072,APR,21.13,22.1,19.39,18.18,27.26,28.78,25.44,23.18,9.41,4.64,9.33,65.9
2072,MAY,24.62,25.49,23.77,20.43,30.45,31.56,30.15,26.37,18.14,20.82,6.39,17.17
2072,JUN,25.72,26.36,27.32,26.26,31.92,32.53,33.73,32.77,4.96,2,1.54,3.3
2072,JUL,32.96,30.46,30.24,30.1,40.12,37.63,37.15,36.91,0.81,0.51,1.29,0.9
2072,AUG,32.28,31.21,30.28,28.86,38.79,38.2,37.14,35.32,2.27,1.09,1.21,2.15
2072,SEP,29.16,28.55,26.98,26.01,35.3,34.93,33.07,32.05,10.18,7.7,6.07,10.15
2072,OCT,25.53,24.47,23.7,22.07,30.84,30.12,29.41,27.51,22.89,10,25.92,12.92
2072,NOV,20.03,17.59,18.04,17.51,25.68,22.5,22.41,23.2,7.52,59.91,79.54,9.85
2072,DEC,14.28,13.43,12.69,12.44,20.18,18.3,17.68,17.83,7.52,36.03,15.58,14.73
2073,JAN,14.5,13.1,13.35,13.45,20.46,18.12,19.24,19.36,8.66,52.33,2.98,8.14
2073,FEB,15.03,13.79,14.18,16.21,20.79,19.17,20.44,22.86,13.2,22.01,1.19,3.34
2073,MAR,17.02,17.09,16,16.49,22.72,22.98,21.76,22.52,13.49,16.51,23.21,14.22
2073,APR,20.5,20.78,19.82,17.89,26.49,26.58,25.81,24.15,20.24,29.69,23.06,14.4
2073,MAY,25.59,21.04,26.18,22.07,31.94,26.61,32.26,28.11,16.74,40.19,13.79,26.16
2073,JUN,26.79,27.43,29.27,27.19,32.46,33.62,35.63,33.87,28.69,7.23,18.48,6.19
2073,JUL,32.94,32.06,31.61,29.26,39.7,39.08,38.23,35.61,1.85,1.05,2.67,3.42
2073,AUG,32.54,31.84,31,29.42,39.16,38.24,37.48,36.11,2.8,4.5,2.2,2.51
2073,SEP,29.54,27.24,28.01,28.13,35.63,33.17,34.23,34.03,7.35,14.45,5.22,6.67
2073,OCT,24.44,23.41,24.45,24.61,29.52,28.97,29.59,30.26,55.11,12.59,39.19,14.06
2073,NOV,17.23,17.85,17.67,17.25,22.08,23.53,23.17,22.35,34.05,5.99,5.05,19.01
2073,DEC,15.53,14.11,13.31,12.45,20.75,19.48,18.71,17.09,8.83,14.51,21.82,54.96
2074,JAN,15.73,14.4,12.76,11.37,21.54,20.57,18.29,16.35,14.31,6.89,26.11,43.48
2074,FEB,17.48,15.26,16.76,15.04,22.79,20.47,22.31,20.43,45.62,46.22,17.27,24.4
2074,MAR,21.61,14.71,15.92,16.15,27.87,20.32,21.35,21.52,18.47,19.31,38.71,43.77
2074,APR,18.86,20.33,17.78,19.82,24.55,26.76,23.3,25.46,13.31,10.27,39.19,40.05
2074,MAY,23.44,24.99,20.52,23.56,29.49,31.51,26.32,29.23,14.49,8.33,23.1,40.13
